,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
3347,SUV,Extended,Offer1,Employed,Married,Bachelor,1,131.0,280.903779,68558.0,5313.436344,F,Rural,11
1779,SUV,Extended,Offer1,Employed,Married,Master,1,129.0,619.2,68867.0,5220.685297,F,Suburban,91
654,Two-Door Car,Basic,Offer1,Employed,Divorced,College,1,62.0,297.6,38961.0,2438.533897,F,Suburban,19
457,SUV,Basic,Offer1,Employed,Married,Master,3,101.0,253.364333,38702.0,8024.992989,F,Rural,32
3861,Two-Door Car,Basic,Offer1,Employed,Married,College,2,62.0,108.09413,30493.0,7316.650059,F,Rural,56
3296,SUV,Basic,Offer3,Employed,Married,College,2,117.0,561.6,39018.0,14014.10119,F,Suburban,94
3400,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,86.0,175.972039,56188.0,6552.399896,M,Rural,52
91,Two-Door Car,Basic,Offer2,Employed,Divorced,Bachelor,3,66.0,316.8,31275.0,5205.748188,F,Suburban,0
3973,Sports Car,Basic,Offer2,Disabled,Married,High School or Below,1,113.0,542.4,25030.0,4112.841668,F,Suburban,97
3505,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,2,86.0,58.469264,55906.0,10346.11154,F,Rural,3
3188,Two-Door Car,Basic,Offer2,Employed,Married,College,2,64.0,213.587367,21636.0,11236.31135,M,Urban,24
4586,Four-Door Car,Basic,Offer3,Employed,Married,College,8,71.0,130.303439,40417.0,5614.587986,F,Rural,4
1070,Two-Door Car,Extended,Offer4,Employed,Single,Bachelor,9,95.0,620.10464,50886.0,7282.221435,F,Suburban,9
3451,Two-Door Car,Extended,Offer2,Employed,Single,High School or Below,7,83.0,398.4,34498.0,6369.262355,M,Suburban,72
880,Four-Door Car,Basic,Offer1,Retired,Married,Bachelor,2,67.0,404.817249,23665.0,22658.53652,M,Suburban,50
2647,Four-Door Car,Extended,Offer1,Employed,Married,Doctor,2,93.0,381.960657,31409.0,11154.67599,F,Urban,50
1280,Four-Door Car,Basic,Offer2,Employed,Single,College,1,64.0,307.2,24186.0,2478.235474,F,Suburban,11
3503,Two-Door Car,Extended,Offer3,Employed,Single,College,5,98.0,243.292609,62192.0,7684.887717,F,Rural,28
4263,Four-Door Car,Extended,Offer1,Medical Leave,Single,High School or Below,2,95.0,456.0,22510.0,17651.96339,F,Suburban,48
4052,Two-Door Car,Premium,Offer3,Disabled,Married,College,1,113.0,542.4,25676.0,4373.35826,F,Suburban,84
1572,Two-Door Car,Extended,Offer2,Medical Leave,Single,High School or Below,7,93.0,944.854655,21616.0,6608.165971,M,Suburban,41
4049,SUV,Basic,Offer1,Employed,Single,College,5,113.0,100.323765,34695.0,8750.222052,F,Rural,60
5393,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,69.0,331.2,49851.0,8334.317162,F,Suburban,85
5263,Two-Door Car,Extended,Offer1,Employed,Single,Bachelor,2,98.0,639.105556,34923.0,11264.36334,M,Suburban,82
4563,Four-Door Car,Basic,Offer3,Employed,Single,College,1,62.0,297.6,71551.0,2476.588891,F,Suburban,19
5447,Two-Door Car,Extended,Offer1,Employed,Single,Bachelor,7,82.0,586.921708,23751.0,6386.278164,F,Suburban,9
1821,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,2,64.0,24.063693,87620.0,7726.993623,F,Rural,15
1062,SUV,Extended,Offer1,Employed,Single,Bachelor,2,130.0,706.114237,20656.0,15120.21281,F,Suburban,5
4483,Luxury SUV,Premium,Offer1,Retired,Divorced,College,8,256.0,1228.8,26000.0,17790.40826,M,Suburban,84
2222,SUV,Premium,Offer1,Employed,Married,College,1,165.0,60.005031,50537.0,6672.05628,F,Rural,35
3026,SUV,Basic,Offer2,Employed,Married,Doctor,2,108.0,285.276083,85537.0,26416.25478,F,Urban,91
3198,Sports Car,Extended,Offer4,Employed,Married,High School or Below,6,131.0,628.8,64669.0,10594.13249,M,Suburban,32
5553,Four-Door Car,Extended,Offer4,Employed,Married,Master,1,92.0,112.633539,85871.0,3693.440833,M,Rural,25
3440,Four-Door Car,Extended,Offer2,Employed,Married,College,1,96.0,138.423414,76375.0,3838.113442,M,Rural,81
1003,SUV,Basic,Offer2,Employed,Divorced,Master,1,114.0,547.2,79487.0,4626.801093,F,Suburban,87
925,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2,90.0,410.391616,37433.0,10819.999,F,Urban,18
1898,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,64.0,171.287759,67778.0,2566.398498,M,Urban,17
3950,Sports Car,Extended,Offer1,Employed,Married,Bachelor,6,131.0,472.850932,37518.0,10529.84867,F,Urban,91
3204,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,5,61.0,271.10697,61785.0,4928.397077,F,Urban,47
936,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,61.0,292.8,67436.0,4894.986713,F,Suburban,28
1269,Sports Car,Extended,Offer1,Employed,Married,Bachelor,8,136.0,979.2,92914.0,10978.7834,F,Suburban,55
5267,Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,2,106.0,508.8,98478.0,12902.09322,M,Suburban,80
5159,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,95.0,43.599861,58361.0,15265.81488,F,Rural,16
1459,Sports Car,Extended,Offer1,Employed,Married,College,1,138.0,662.4,33255.0,5553.18672,F,Suburban,20
5377,Sports Car,Basic,Offer3,Medical Leave,Married,High School or Below,1,107.0,72.771554,24732.0,4122.964632,F,Rural,44
4919,SUV,Basic,Offer3,Employed,Married,Bachelor,1,100.0,59.860273,93621.0,4029.723325,F,Rural,20
1353,Four-Door Car,Basic,Offer1,Employed,Divorced,College,2,61.0,251.886847,32775.0,19088.34203,F,Urban,73
3965,Four-Door Car,Basic,Offer1,Employed,Single,Master,1,63.0,137.091494,51641.0,2465.616631,M,Rural,80
1150,SUV,Extended,Offer1,Employed,Single,Doctor,2,139.0,284.43696,73049.0,16710.83929,F,Rural,42
2008,Four-Door Car,Premium,Offer4,Disabled,Married,Bachelor,1,118.0,771.878514,13128.0,4447.423455,F,Suburban,21
588,SUV,Extended,Offer2,Retired,Divorced,High School or Below,1,133.0,638.4,20993.0,4772.943848,M,Suburban,90
3222,Four-Door Car,Basic,Offer3,Employed,Married,College,3,66.0,468.203397,99839.0,5329.12883,F,Suburban,12
1862,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,4,83.0,158.362972,50864.0,6478.801192,M,Rural,86
1195,Four-Door Car,Basic,Offer2,Employed,Divorced,College,4,72.0,171.426318,65775.0,5674.136445,F,Rural,98
4881,SUV,Extended,Offer2,Employed,Divorced,College,3,136.0,639.464548,66446.0,10747.03094,M,Urban,77
1899,Four-Door Car,Basic,Offer2,Employed,Married,College,3,74.0,461.269135,31364.0,5828.1822,F,Suburban,47
4805,Two-Door Car,Basic,Offer4,Employed,Married,College,8,74.0,355.2,90263.0,5935.572179,M,Suburban,36
5487,SUV,Extended,Offer3,Employed,Single,College,3,132.0,580.473259,60145.0,10272.6082,M,Urban,28
3925,Sports Car,Basic,Offer3,Employed,Single,Master,1,119.0,571.2,25816.0,4637.164036,M,Suburban,63
508,Two-Door Car,Extended,Offer1,Disabled,Married,High School or Below,6,84.0,451.670309,22081.0,6503.397049,F,Suburban,9
3658,SUV,Basic,Offer2,Employed,Married,Bachelor,1,112.0,537.6,26676.0,4389.279424,M,Suburban,96
1549,Four-Door Car,Extended,Offer4,Employed,Married,College,1,89.0,238.132215,26884.0,3531.039178,F,Urban,84
3690,Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,4,119.0,65.428481,84539.0,9587.586583,M,Rural,71
1390,SUV,Basic,Offer3,Employed,Married,Bachelor,4,103.0,415.768941,81367.0,8287.679305,F,Urban,32
5355,SUV,Basic,Offer1,Employed,Married,Bachelor,4,118.0,161.210468,74583.0,9521.676094,F,Rural,20
3248,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,9,66.0,344.201601,27179.0,5290.127299,F,Suburban,91
1344,Four-Door Car,Basic,Offer3,Employed,Married,Master,1,69.0,136.172569,78127.0,2799.470318,M,Rural,6
5358,SUV,Basic,Offer2,Employed,Single,Bachelor,2,109.0,243.467617,90607.0,30718.8124,F,Rural,48
2307,Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,3,71.0,292.181494,10037.0,4914.035833,M,Urban,29
4339,Four-Door Car,Extended,Offer2,Employed,Married,Master,1,99.0,547.619785,38820.0,3942.917284,M,Suburban,59
2659,SUV,Extended,Offer1,Employed,Single,Master,2,136.0,570.388228,41671.0,16261.16768,F,Urban,30
2371,Four-Door Car,Basic,Offer3,Employed,Married,College,1,65.0,312.0,26691.0,2543.003943,M,Suburban,51
564,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,6,95.0,185.355353,96306.0,7519.133631,M,Rural,17
608,Two-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,67.0,321.6,43626.0,2593.818427,M,Suburban,80
2743,SUV,Extended,Offer2,Employed,Married,Bachelor,1,121.0,640.835113,49793.0,4783.917752,M,Suburban,55
520,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,68.0,241.88878,73478.0,2773.455358,F,Urban,38
3240,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,4,96.0,245.248248,47519.0,7601.951104,M,Urban,2
3574,Four-Door Car,Basic,Offer4,Retired,Divorced,Master,1,66.0,316.8,24182.0,2398.740007,M,Suburban,32
2230,Four-Door Car,Basic,Offer3,Employed,Married,College,3,74.0,355.2,33799.0,5791.012841,M,Suburban,47
4841,Four-Door Car,Premium,Offer1,Employed,Single,Bachelor,2,107.0,53.837271,36551.0,12472.1199,F,Rural,25
685,Two-Door Car,Extended,Offer3,Medical Leave,Married,College,9,90.0,320.519977,16483.0,6921.973993,F,Urban,68
429,SUV,Extended,Offer2,Employed,Married,High School or Below,4,132.0,260.627146,80046.0,10633.50496,F,Rural,42
613,Four-Door Car,Basic,Offer1,Employed,Divorced,Doctor,1,62.0,67.530904,36631.0,2491.317024,M,Rural,77
4997,Four-Door Car,Premium,Offer1,Employed,Married,Doctor,9,107.0,41.283167,67763.0,8663.363959,F,Rural,10
1622,Two-Door Car,Extended,Offer3,Employed,Single,Master,2,94.0,451.2,52651.0,29874.74493,F,Suburban,20
3482,SUV,Basic,Offer1,Employed,Divorced,Bachelor,7,111.0,226.9684,34133.0,8834.322784,F,Rural,72
1639,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,3,73.0,287.332253,71401.0,5908.7518,F,Urban,82
4005,Luxury Car,Basic,Offer1,Disabled,Single,College,1,180.0,864.0,21114.0,6698.974274,F,Suburban,59
1050,Four-Door Car,Extended,Offer2,Employed,Married,College,2,89.0,441.757585,30658.0,10487.74332,M,Suburban,67
134,Two-Door Car,Basic,Offer4,Employed,Married,Doctor,2,72.0,89.921281,69704.0,8653.562027,M,Rural,92
3178,Four-Door Car,Basic,Offer1,Medical Leave,Divorced,Bachelor,1,74.0,418.233667,29926.0,2756.941661,M,Suburban,34
4143,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,1,65.0,458.804028,25385.0,2555.51822,M,Suburban,96
5237,SUV,Premium,Offer2,Employed,Married,High School or Below,1,181.0,868.8,64371.0,7344.836277,F,Suburban,50
2182,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,70.0,336.0,68144.0,8173.50314,F,Suburban,98
5061,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,1,67.0,321.6,76310.0,2701.488341,F,Suburban,33
4117,Four-Door Car,Basic,Offer3,Employed,Married,College,1,65.0,116.322725,53304.0,2590.321715,M,Rural,82
5620,SUV,Basic,Offer3,Employed,Married,High School or Below,5,112.0,412.106287,60909.0,8932.317753,F,Urban,94
1557,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,73.0,369.918482,75685.0,2927.07045,F,Suburban,47
2704,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,93.0,19.170855,69268.0,11218.44173,F,Rural,20
4814,Four-Door Car,Basic,Offer2,Employed,Divorced,College,5,61.0,120.436587,37929.0,4682.249396,M,Rural,35
4518,Four-Door Car,Extended,Offer2,Employed,Married,College,1,79.0,80.663097,23008.0,3118.981095,M,Rural,49
3023,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,7,66.0,316.8,39658.0,5281.833471,M,Suburban,53
5096,Two-Door Car,Extended,Offer4,Employed,Married,Master,2,98.0,470.4,58516.0,15806.53397,F,Suburban,75
2531,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,61.0,292.8,41842.0,2410.498573,M,Suburban,14
4623,Sports Car,Extended,Offer1,Employed,Single,Doctor,4,138.0,138.633681,71255.0,10876.4794,M,Rural,16
2479,Four-Door Car,Extended,Offer3,Employed,Divorced,College,8,91.0,436.8,92681.0,7145.29959,F,Suburban,23
989,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,1,70.0,504.0,62302.0,2746.921502,M,Suburban,7
4015,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,4,64.0,25.934064,46072.0,5040.412436,F,Rural,61
4410,Four-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,1,73.0,106.267659,78596.0,2949.282616,F,Rural,0
265,SUV,Basic,Offer1,Employed,Single,College,4,112.0,1169.409787,53173.0,8736.501241,F,Suburban,57
1678,Four-Door Car,Basic,Offer1,Employed,Divorced,Doctor,9,69.0,14.812808,59311.0,5480.070226,M,Rural,38
832,Four-Door Car,Extended,Offer4,Employed,Married,College,1,83.0,209.427344,80138.0,3363.004143,F,Urban,33
3984,SUV,Extended,Offer2,Employed,Married,College,1,138.0,666.307195,23339.0,5437.908293,F,Suburban,31
5565,Two-Door Car,Extended,Offer2,Employed,Single,Bachelor,2,79.0,379.2,68343.0,27990.27159,F,Suburban,78
4099,Four-Door Car,Extended,Offer3,Employed,Married,Master,2,94.0,229.711908,98254.0,11323.35555,M,Rural,11
1646,Sports Car,Basic,Offer1,Disabled,Married,College,2,102.0,220.038588,19851.0,11658.59927,M,Rural,51
2613,Two-Door Car,Basic,Offer2,Disabled,Married,Bachelor,1,69.0,383.224514,22000.0,2616.409509,M,Suburban,36
688,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,7,73.0,525.6,34847.0,5754.746414,M,Suburban,24
5305,Four-Door Car,Basic,Offer2,Medical Leave,Divorced,Bachelor,8,64.0,307.2,28666.0,4770.73904,M,Suburban,81
2451,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,3,70.0,48.629646,85896.0,5638.150224,M,Rural,27
4860,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,1,71.0,181.689191,90083.0,2861.717418,F,Urban,47
3459,Four-Door Car,Extended,Offer3,Employed,Divorced,Bachelor,1,92.0,441.6,87485.0,3694.14876,F,Suburban,57
1730,Two-Door Car,Basic,Offer2,Retired,Married,College,5,66.0,316.8,26802.0,4636.54647,M,Suburban,43
2575,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,61.0,71.942176,96917.0,17263.64048,F,Rural,2
995,Four-Door Car,Extended,Offer4,Employed,Married,Master,2,84.0,71.311211,74243.0,10171.47779,M,Rural,2
3626,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,63.0,302.4,48381.0,7564.611951,F,Suburban,71
4694,Four-Door Car,Basic,Offer2,Employed,Single,College,1,63.0,133.90029,81721.0,2478.833596,M,Rural,5
1041,Two-Door Car,Basic,Offer4,Employed,Married,College,6,71.0,161.752532,86641.0,5741.72743,F,Rural,79
837,Four-Door Car,Basic,Offer1,Employed,Married,College,1,69.0,331.2,50414.0,2757.383982,M,Suburban,34
28,Sports Car,Extended,Offer1,Employed,Married,High School or Below,1,125.0,788.206874,51962.0,4804.35851,F,Suburban,2
743,Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,1,82.0,393.6,25820.0,3265.156348,F,Suburban,69
332,Four-Door Car,Premium,Offer2,Employed,Married,Master,1,103.0,494.4,60010.0,4179.488639,F,Suburban,86
4237,Two-Door Car,Extended,Offer2,Employed,Married,College,5,84.0,566.935022,49988.0,6408.785577,M,Suburban,37
3785,SUV,Basic,Offer2,Employed,Married,Bachelor,6,100.0,418.005524,74217.0,7986.191274,M,Urban,3
2578,Four-Door Car,Extended,Offer3,Disabled,Married,High School or Below,1,85.0,457.783791,27431.0,3312.176781,F,Suburban,39
231,SUV,Basic,Offer2,Employed,Married,College,5,116.0,556.8,37937.0,9095.049868,M,Suburban,42
3565,SUV,Extended,Offer3,Employed,Married,College,8,137.0,61.915326,71656.0,10914.20446,M,Rural,88
4078,SUV,Extended,Offer1,Employed,Married,Bachelor,2,127.0,617.202619,63287.0,15251.57924,F,Suburban,84
1091,Luxury Car,Extended,Offer1,Employed,Married,High School or Below,2,231.0,1108.8,58958.0,83325.38119,M,Suburban,74
5639,Two-Door Car,Basic,Offer3,Retired,Married,High School or Below,1,66.0,316.8,15520.0,2497.543631,F,Suburban,16
4221,Four-Door Car,Basic,Offer2,Disabled,Divorced,Bachelor,6,64.0,307.2,25398.0,4815.009736,F,Suburban,80
1347,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,8,64.0,39.069987,38055.0,4966.767294,M,Rural,24
3901,Four-Door Car,Basic,Offer3,Employed,Single,Bachelor,1,66.0,391.970334,54737.0,2610.369217,F,Suburban,86
1043,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,64.0,206.82346,53988.0,2533.740057,M,Urban,17
2679,Four-Door Car,Basic,Offer3,Employed,Married,Master,2,68.0,160.07526,27658.0,8032.401911,M,Rural,75
2971,Sports Car,Basic,Offer3,Employed,Married,High School or Below,3,113.0,235.220971,65974.0,9028.821403,M,Rural,43
2412,Sports Car,Basic,Offer1,Employed,Married,College,2,112.0,537.6,69693.0,13438.04189,F,Suburban,62
3714,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,3,73.0,350.4,75952.0,5866.068903,M,Suburban,17
1659,Two-Door Car,Basic,Offer2,Employed,Married,College,1,74.0,355.2,59855.0,2771.663013,M,Suburban,82
4700,SUV,Basic,Offer1,Employed,Married,Bachelor,3,107.0,415.850776,31756.0,8417.102804,M,Urban,97
1753,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,4,83.0,100.652984,23772.0,6687.593818,F,Rural,25
3693,Two-Door Car,Extended,Offer3,Employed,Married,College,2,81.0,388.8,31421.0,9594.78115,F,Suburban,95
4534,SUV,Basic,Offer1,Employed,Married,Master,2,116.0,250.183388,99823.0,14091.19449,M,Rural,64
780,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,1,65.0,156.124914,43860.0,2514.59196,F,Rural,58
767,Four-Door Car,Basic,Offer2,Employed,Single,Master,1,65.0,42.689135,34990.0,2574.020376,F,Rural,73
2301,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,4,73.0,278.932051,30389.0,5745.121547,F,Urban,66
649,Two-Door Car,Basic,Offer4,Disabled,Married,College,1,62.0,297.6,26184.0,2354.322179,F,Suburban,92
2444,Two-Door Car,Basic,Offer4,Employed,Married,Master,2,66.0,271.697529,25950.0,7851.901368,M,Urban,1
371,Two-Door Car,Basic,Offer2,Employed,Married,College,1,62.0,297.6,67282.0,2487.729726,F,Suburban,27
2639,SUV,Extended,Offer2,Employed,Married,High School or Below,4,129.0,359.484342,64825.0,10298.38586,M,Urban,78
1427,Four-Door Car,Basic,Offer1,Disabled,Married,Bachelor,3,67.0,321.6,22594.0,5146.80976,F,Suburban,41
3616,SUV,Basic,Offer1,Employed,Married,Bachelor,1,113.0,376.529086,34558.0,4513.435299,F,Urban,24
926,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,68.0,326.4,46370.0,2702.380487,F,Suburban,86
2758,SUV,Extended,Offer2,Employed,Single,High School or Below,3,137.0,696.757797,69792.0,11058.22493,F,Suburban,95
5417,Four-Door Car,Basic,Offer4,Employed,Single,Doctor,2,71.0,131.808343,66776.0,16796.33604,M,Rural,45
1333,Two-Door Car,Basic,Offer1,Employed,Single,Master,1,73.0,332.693627,83195.0,2937.424534,F,Urban,36
5525,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,73.0,350.4,32807.0,2877.354255,M,Suburban,10
1311,Luxury SUV,Extended,Offer1,Employed,Married,Bachelor,2,202.0,969.6,39547.0,73225.95652,F,Suburban,21
4261,SUV,Basic,Offer1,Employed,Married,Bachelor,9,109.0,417.72438,37277.0,8613.464001,F,Urban,27
2170,Sports Car,Extended,Offer2,Disabled,Single,High School or Below,6,132.0,633.6,24067.0,9986.661111,M,Suburban,2
5123,Two-Door Car,Basic,Offer1,Employed,Single,College,9,69.0,176.242159,54898.0,5417.744055,F,Urban,32
4417,Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,71.0,45.507952,21297.0,2659.980563,M,Rural,56
4956,SUV,Basic,Offer2,Employed,Married,Bachelor,1,114.0,388.346716,90156.0,4554.911887,M,Urban,6
4446,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,6,71.0,142.932303,79955.0,5733.213979,F,Rural,5
3165,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,65.0,27.987867,68074.0,2582.185301,M,Rural,62
3627,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,62.0,232.753598,79271.0,2414.638309,M,Urban,63
3421,Four-Door Car,Basic,Offer3,Employed,Divorced,Doctor,1,74.0,406.439436,27907.0,2860.747385,M,Suburban,38
968,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,6,99.0,475.2,31383.0,7915.980712,M,Suburban,72
4042,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,87.0,192.644347,28928.0,3399.125502,M,Rural,7
1855,Four-Door Car,Basic,Offer3,Employed,Married,Master,7,68.0,387.774781,22908.0,5344.989624,M,Suburban,19
1409,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,71.0,340.8,48315.0,8404.395122,F,Suburban,56
3559,Four-Door Car,Extended,Offer4,Employed,Single,High School or Below,3,99.0,240.977382,70610.0,7950.570995,F,Rural,11
5145,Sports Car,Premium,Offer1,Disabled,Divorced,College,2,195.0,1404.0,21070.0,29049.71315,M,Suburban,47
4307,SUV,Extended,Offer1,Employed,Married,Doctor,2,123.0,482.550044,61675.0,44856.11397,F,Urban,54
5221,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,3,63.0,302.4,21366.0,4920.492369,M,Suburban,47
5499,Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,1,83.0,398.4,20166.0,3252.828464,M,Suburban,28
1096,Luxury Car,Basic,Offer4,Employed,Married,High School or Below,2,183.0,988.533256,60180.0,21920.81339,M,Suburban,70
4224,Four-Door Car,Extended,Offer4,Employed,Married,College,1,79.0,272.9955,55855.0,3135.405606,F,Urban,71
1732,Four-Door Car,Extended,Offer4,Employed,Married,College,2,96.0,4.334425,84581.0,15435.68882,F,Rural,50
4910,SUV,Basic,Offer2,Employed,Married,College,1,104.0,499.2,43276.0,4163.04081,F,Suburban,11
